id,name_ar,name_en,category,type,country,region,city,latitude,longitude,geometry_type,geometry_geojson,source_url,source_type,confidence_score,is_verified,is_approximate,notes
AUH-HOSP-0010,مستشفى المفرق,Al Mafraq Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.329581,54.6137727,point,,https://www.openstreetmap.org/way/108402191,openstreetmap,0.85,false,true,osm:way/108402191 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0011,,Al Marfa Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Mirfa,24.0855393,53.4981796,point,,https://www.openstreetmap.org/way/447734835,openstreetmap,0.85,false,true,osm:way/447734835 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0012,,Al Masoudi Medical Center,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Ain,24.2669667,55.7413058,point,,https://www.openstreetmap.org/way/224383244,openstreetmap,0.85,false,true,osm:way/224383244 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0013,,Al Mushrif Children's Specialty Center,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4351637,54.4031186,point,,https://www.openstreetmap.org/node/4270149190,openstreetmap,0.85,false,true,osm:node/4270149190 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0014,,Al Noor Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4172257,54.4615873,point,,https://www.openstreetmap.org/node/916327476,openstreetmap,0.85,false,true,osm:node/916327476 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0015,,Al Noor Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4909052,54.3604589,point,,https://www.openstreetmap.org/node/3980326962,openstreetmap,0.85,false,true,osm:node/3980326962 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0016,,Al Noor Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Ain,24.2244461,55.7684195,point,,https://www.openstreetmap.org/node/4282463790,openstreetmap,0.85,false,true,osm:node/4282463790 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0017,,Al Noor Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.491554,54.3594686,point,,https://www.openstreetmap.org/node/4406656689,openstreetmap,0.85,false,true,osm:node/4406656689 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0018,,Al Noor Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Ain,24.2229818,55.7682321,point,,https://www.openstreetmap.org/node/4747224734,openstreetmap,0.85,false,true,osm:node/4747224734 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0019,,Al Noor Hospital Family Care Centre,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4655319,54.385503,point,,https://www.openstreetmap.org/node/4723224429,openstreetmap,0.85,false,true,osm:node/4723224429 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0020,,Al Raha Hospital Abu Dhabi,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4895228,54.3700299,point,,https://www.openstreetmap.org/node/4685205491,openstreetmap,0.85,false,true,osm:node/4685205491 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0021,,Al Rahba Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.572759,54.6946752,point,,https://www.openstreetmap.org/node/4189719989,openstreetmap,0.85,false,true,osm:node/4189719989 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0022,مستشفى السلامة,Al Salama Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.499454,54.376315,point,,https://www.openstreetmap.org/way/375791162,openstreetmap,0.85,false,true,osm:way/375791162 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0023,,Al Sila Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Sila,24.0436587,51.7585877,point,,https://www.openstreetmap.org/way/391953154,openstreetmap,0.85,false,true,osm:way/391953154 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0024,,Alkhaled.car.samweel,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.3610518,54.5095967,point,,https://www.openstreetmap.org/node/6371743493,openstreetmap,0.85,false,true,osm:node/6371743493 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0025,,All Care Medical,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4640874,54.3794642,point,,https://www.openstreetmap.org/node/4286602291,openstreetmap,0.85,false,true,osm:node/4286602291 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0026,,All Wanda medical center,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4711335,54.3712227,point,,https://www.openstreetmap.org/node/4902430521,openstreetmap,0.85,false,true,osm:node/4902430521 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0027,مركز المقطع الصحي,Almaqta Healthcare Center,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4022648,54.5042097,point,,https://www.openstreetmap.org/node/4874626521,openstreetmap,0.85,false,true,osm:node/4874626521 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0028,,Amana health care,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.436245,54.5883496,point,,https://www.openstreetmap.org/node/8104318489,openstreetmap,0.85,false,true,osm:node/8104318489 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0029,,Ansari Medical Centre,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4852257,54.3561478,point,,https://www.openstreetmap.org/node/2493075567,openstreetmap,0.85,false,true,osm:node/2493075567 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0030,,Asd.saadiat,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4716262,54.3427868,point,,https://www.openstreetmap.org/node/6371769486,openstreetmap,0.85,false,true,osm:node/6371769486 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0031,,Azure Clinics,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4898198,54.3627269,point,,https://www.openstreetmap.org/node/9682167718,openstreetmap,0.85,false,true,osm:node/9682167718 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0032,,Beauty Trick Medical Centre,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4590859,54.3733245,point,,https://www.openstreetmap.org/node/4166686891,openstreetmap,0.85,false,true,osm:node/4166686891 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0033,,Beverly Hills,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4570849,54.3808515,point,,https://www.openstreetmap.org/node/4146391989,openstreetmap,0.85,false,true,osm:node/4146391989 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0034,,Bn Medical Center,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.5212341,54.3965859,point,,https://www.openstreetmap.org/way/169827708,openstreetmap,0.85,false,true,osm:way/169827708 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0035,مستشفى المرأه الفحص الطبي جديد,Brightpoint Royal Women's Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4524543,54.3933056,point,,https://www.openstreetmap.org/node/4565447666,openstreetmap,0.85,false,true,osm:node/4565447666 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0036,,Burjeel Day Surgery Center,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4947868,54.4082432,point,,https://www.openstreetmap.org/node/7380314389,openstreetmap,0.85,false,true,osm:node/7380314389 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0037,,Burjeel Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4792618,54.3809417,point,,https://www.openstreetmap.org/relation/2369756,openstreetmap,0.85,false,true,osm:relation/2369756 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0038,,Burjeel Medical City,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.3544785,54.5387818,point,,https://www.openstreetmap.org/way/1239156803,openstreetmap,0.85,false,true,osm:way/1239156803 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0039,,Burjeel MHPC,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4735767,54.3188383,point,,https://www.openstreetmap.org/node/1876498389,openstreetmap,0.85,false,true,osm:node/1876498389 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0040,مستشفى برجيل رويال عشارج,Burjeel Royal Asharej Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Ain,24.2062864,55.6624872,point,,https://www.openstreetmap.org/node/5797715953,openstreetmap,0.85,false,true,osm:node/5797715953 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0041,,Cambridge Medical And Rehabilitation Centre,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.3512451,54.637609,point,,https://www.openstreetmap.org/node/5253352721,openstreetmap,0.85,false,true,osm:node/5253352721 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0042,المركز الكندي الطبي,Canadian Medical Centre,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4619997,54.3772188,point,,https://www.openstreetmap.org/node/4114728295,openstreetmap,0.85,false,true,osm:node/4114728295 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0043,,Cleveland Clinic Abu Dhabi,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4969581,54.3879369,point,,https://www.openstreetmap.org/way/219107792,openstreetmap,0.85,false,true,osm:way/219107792 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0044,,Clinic,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Dhannah,24.1050509,52.7404858,point,,https://www.openstreetmap.org/way/182809464,openstreetmap,0.85,false,true,osm:way/182809464 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0045,مستشفي دانة الإمارات,Danat Al Emarat,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.3967367,54.5011017,point,,https://www.openstreetmap.org/node/4128424723,openstreetmap,0.9,false,true,osm:node/4128424723 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only | wikidata:Q5214934
AUH-HOSP-0046,,Dar Al Shifaa Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4784865,54.3815732,point,,https://www.openstreetmap.org/way/184275023,openstreetmap,0.85,false,true,osm:way/184275023 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0047,طوارئ - مستشفى توام,Emergency - Tawam,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Ain,24.1950358,55.6482225,point,,https://www.openstreetmap.org/node/13647909611,openstreetmap,0.85,false,true,osm:node/13647909611 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0048,مبنى استقبال الطوارئ - مستشفى العين,Emergency Department - Al Ain hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Ain,24.2310344,55.7335653,point,,https://www.openstreetmap.org/node/5401036322,openstreetmap,0.85,false,true,osm:node/5401036322 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0049,,Emirates French Hispital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4930193,54.3600033,point,,https://www.openstreetmap.org/node/4643884489,openstreetmap,0.85,false,true,osm:node/4643884489 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0050,,Emirates Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4594887,54.3735626,point,,https://www.openstreetmap.org/way/119133514,openstreetmap,0.85,false,true,osm:way/119133514 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0051,,Fatima medical center fmc mussafa,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.3467518,54.5109096,point,,https://www.openstreetmap.org/node/4563746394,openstreetmap,0.85,false,true,osm:node/4563746394 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0052,,Franco Emirien,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4929813,54.3600568,point,,https://www.openstreetmap.org/node/1069810626,openstreetmap,0.85,false,true,osm:node/1069810626 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0053,,Ghayathi Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Ghiyathi,23.8993434,52.801847,point,,https://www.openstreetmap.org/node/5197396422,openstreetmap,0.85,false,true,osm:node/5197396422 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0054,,Gulf Diagnostic Centre,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4465433,54.3636577,point,,https://www.openstreetmap.org/way/89783792,openstreetmap,0.85,false,true,osm:way/89783792 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0055,مركز الخليج الدولي للأورام,Gulf International Cancer Center,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.5024528,54.6520384,point,,https://www.openstreetmap.org/way/1233252311,openstreetmap,0.85,false,true,osm:way/1233252311 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0056,,Happy Life Home Health Care,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Ain,24.2205874,55.7719568,point,,https://www.openstreetmap.org/node/5141815624,openstreetmap,0.85,false,true,osm:node/5141815624 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0057,مستشفى هيلث بوينت,Healthpoint Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4192004,54.4529098,point,,https://www.openstreetmap.org/way/376563678,openstreetmap,0.85,false,true,osm:way/376563678 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0058,مبنى الموارد البشريه - مستشفى العين,HR building - Al Ain hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Ain,24.2310253,55.7314705,point,,https://www.openstreetmap.org/node/5401030222,openstreetmap,0.85,false,true,osm:node/5401030222 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0059,,IBN SINA MEDICAL CENTRE,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4697142,54.3426642,point,,https://www.openstreetmap.org/node/4180042190,openstreetmap,0.85,false,true,osm:node/4180042190 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0060,,Imperial College London Diabetes Center,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Ain,24.1922707,55.6467537,point,,https://www.openstreetmap.org/node/5215492321,openstreetmap,0.85,false,true,osm:node/5215492321 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0061,,Imperial College London Diabetes Centre,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4203994,54.4283878,point,,https://www.openstreetmap.org/way/100971961,openstreetmap,0.85,false,true,osm:way/100971961 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0062,مستشفى,infinity,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Zarraf,23.7978909,54.1628714,point,,https://www.openstreetmap.org/node/7259046186,openstreetmap,0.85,false,true,osm:node/7259046186 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0063,,LIFE CARE HOSPITAL MISAFFAH,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.3608366,54.5210047,point,,https://www.openstreetmap.org/node/6712095386,openstreetmap,0.85,false,true,osm:node/6712095386 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0064,,Life Line Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.487668,54.3649336,point,,https://www.openstreetmap.org/node/4166814589,openstreetmap,0.85,false,true,osm:node/4166814589 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0065,,LIFE LINE HOSPITAL MISAFFAH,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.3789185,54.5160306,point,,https://www.openstreetmap.org/node/6712111885,openstreetmap,0.85,false,true,osm:node/6712111885 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0066,مستشفى ليوا,Liwa hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Liwa,23.1471115,53.8074803,point,,https://www.openstreetmap.org/node/4838741421,openstreetmap,0.85,false,true,osm:node/4838741421 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0067,,LLH Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.487681,54.364913,point,,https://www.openstreetmap.org/node/4122500690,openstreetmap,0.85,false,true,osm:node/4122500690 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0068,مركز مدينة خليفة الصحي,Madinat Khalifa Healthcare Center,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4276753,54.5650441,point,,https://www.openstreetmap.org/way/251383938,openstreetmap,0.85,false,true,osm:way/251383938 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0069,مستشفي المغربي,Magrebi Eye and Ear Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4264147,54.4060632,point,,https://www.openstreetmap.org/node/4587005796,openstreetmap,0.85,false,true,osm:node/4587005796 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0070,,Medeor,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4805142,54.3697403,point,,https://www.openstreetmap.org/node/4791492123,openstreetmap,0.85,false,true,osm:node/4791492123 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0071,,Medeor,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4541783,54.6135631,point,,https://www.openstreetmap.org/node/4809030122,openstreetmap,0.85,false,true,osm:node/4809030122 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0072,,Medical Centre,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.496719,54.9231525,point,,https://www.openstreetmap.org/way/145395999,openstreetmap,0.85,false,true,osm:way/145395999 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0073,,Middle East Specialized Medical Centre,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4630398,54.3837177,point,,https://www.openstreetmap.org/node/4298227789,openstreetmap,0.85,false,true,osm:node/4298227789 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0074,,Military Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Ain,24.1860495,55.7803566,point,,https://www.openstreetmap.org/way/224823823,openstreetmap,0.85,false,true,osm:way/224823823 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0075,مستشفى المرفأ,Mirfa Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Mirfa,24.0853925,53.4980629,point,,https://www.openstreetmap.org/way/739060104,openstreetmap,0.85,false,true,osm:way/739060104 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0076,مستشفي نيشن,Nation Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4645335,54.3647698,point,,https://www.openstreetmap.org/node/4669431293,openstreetmap,0.85,false,true,osm:node/4669431293 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0077,,National Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4900929,54.3731241,point,,https://www.openstreetmap.org/node/1376019586,openstreetmap,0.85,false,true,osm:node/1376019586 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0078,,New National Medical,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.3374451,54.5321252,point,,https://www.openstreetmap.org/node/5111165421,openstreetmap,0.85,false,true,osm:node/5111165421 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0079,,nmc hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Ain,24.2026331,55.7481503,point,,https://www.openstreetmap.org/node/4594375306,openstreetmap,0.85,false,true,osm:node/4594375306 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0080,,NMC Medical Centre,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.3457522,54.48897,point,,https://www.openstreetmap.org/node/10893313888,openstreetmap,0.85,false,true,osm:node/10893313888 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0081,مستشفى ان ام سي رويال,NMC Royal Hospital - Mohammed Bin Zayed City,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.3390925,54.5542797,point,,https://www.openstreetmap.org/node/4772848623,openstreetmap,0.85,false,true,osm:node/4772848623 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0082,,Nmc Royal Hospital Al Bateen,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4560161,54.3399603,point,,https://www.openstreetmap.org/way/437421656,openstreetmap,0.85,false,true,osm:way/437421656 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0083,,NMC Royal Hospital Khalifa City,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4133687,54.5704758,point,,https://www.openstreetmap.org/way/413021010,openstreetmap,0.85,false,true,osm:way/413021010 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0084,,NMC Specialty Building 1,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4824867,54.3615591,point,,https://www.openstreetmap.org/node/4313913289,openstreetmap,0.85,false,true,osm:node/4313913289 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0085,,NMC Specialty Building 2,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.482253,54.3616559,point,,https://www.openstreetmap.org/node/4313881191,openstreetmap,0.85,false,true,osm:node/4313881191 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0086,,NMC Specialty Building 3,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4833679,54.3614009,point,,https://www.openstreetmap.org/node/4313913189,openstreetmap,0.85,false,true,osm:node/4313913189 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0087,,NMC Specialty Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4837894,54.3611005,point,,https://www.openstreetmap.org/node/4295682494,openstreetmap,0.85,false,true,osm:node/4295682494 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0088,,NMC Specialty Hospital Al Ain,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Ain,24.2301452,55.7427544,point,,https://www.openstreetmap.org/way/104038567,openstreetmap,0.85,false,true,osm:way/104038567 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0089,,Nyadat Healthcare Centre,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Ain,24.2139823,55.7901486,point,,https://www.openstreetmap.org/way/483472641,openstreetmap,0.85,false,true,osm:way/483472641 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0090,,NYUAD Health Center,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.5245139,54.4346032,point,,https://www.openstreetmap.org/node/12486106553,openstreetmap,0.85,false,true,osm:node/12486106553 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0091,,Oasis Hospital,hospitals,hospital,United Arab Emirates,Abu Dhabi,Al Ain,24.206648,55.7598554,point,,https://www.openstreetmap.org/way/224052836,openstreetmap,0.9,false,true,osm:way/224052836 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only | wikidata:Q7074423
AUH-HOSP-0092,,Parking.accomodition,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4514825,54.4046181,point,,https://www.openstreetmap.org/node/6371743491,openstreetmap,0.85,false,true,osm:node/6371743491 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0093,,Pergil.burjeel,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4791145,54.3809541,point,,https://www.openstreetmap.org/node/5891279785,openstreetmap,0.85,false,true,osm:node/5891279785 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0094,,Pioneer Medical Services LLC,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.4645465,54.3847475,point,,https://www.openstreetmap.org/node/5069436521,openstreetmap,0.85,false,true,osm:node/5069436521 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
AUH-HOSP-0095,,Prime Care Medical Centre,hospitals,hospital,United Arab Emirates,Abu Dhabi,Abu Dhabi,24.3292327,54.5333895,point,,https://www.openstreetmap.org/way/965654282,openstreetmap,0.85,false,true,osm:way/965654282 | mapped as point in OSM; a footprint polygon is wanted for containment | no geometry cached — centroid only
